Message ID,Subject,Sender,Snippet
192291ab857333a5,ONE@SHUBH90336 MIS - 2024-09-25 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-25 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19226a1d3d6a8aec,ONE@SHUBH90336 MIS - 2024-09-25 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-25 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19223f4741b44e05,ONE@SHUBH90336 MIS - 2024-09-24 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-24 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
192217c15a65c134,ONE@SHUBH90336 MIS - 2024-09-24 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-24 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1921ecaacb5db76e,ONE@SHUBH90336 MIS - 2024-09-23 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-23 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1921c54f073884e9,ONE@SHUBH90336 MIS - 2024-09-23 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-23 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19219a70bef37a36,ONE@SHUBH90336 MIS - 2024-09-22 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-22 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
192172f3ee2e5d8e,ONE@SHUBH90336 MIS - 2024-09-22 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-22 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
192147ed1fe15e24,ONE@SHUBH90336 MIS - 2024-09-21 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-21 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
192120afd19c4ae7,ONE@SHUBH90336 MIS - 2024-09-21 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-21 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1920f5a9b6659971,ONE@SHUBH90336 MIS - 2024-09-20 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-20 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1920ce27e8449c18,ONE@SHUBH90336 MIS - 2024-09-20 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-20 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1920a33c9711e52e,ONE@SHUBH90336 MIS - 2024-09-19 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-19 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19207ba56a65b61e,ONE@SHUBH90336 MIS - 2024-09-19 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-19 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
192050b219e0d45b,ONE@SHUBH90336 MIS - 2024-09-18 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-18 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
192029357d09edae,ONE@SHUBH90336 MIS - 2024-09-18 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-18 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191ffe77cdbf7285,ONE@SHUBH90336 MIS - 2024-09-17 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-17 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191fd6e0d1b6aee8,ONE@SHUBH90336 MIS - 2024-09-17 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-17 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191fabe563f41c78,ONE@SHUBH90336 MIS - 2024-09-16 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-16 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191f84923ecc927c,ONE@SHUBH90336 MIS - 2024-09-16 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-16 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191f597d33d63b6e,ONE@SHUBH90336 MIS - 2024-09-15 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-15 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191f32194a4926db,ONE@SHUBH90336 MIS - 2024-09-15 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-15 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191f0729d1624837,ONE@SHUBH90336 MIS - 2024-09-14 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-14 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191edfa3043e8b3b,ONE@SHUBH90336 MIS - 2024-09-14 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-14 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191eb4d88b78b55e,ONE@SHUBH90336 MIS - 2024-09-13 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-13 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191e8d39e4765ec2,ONE@SHUBH90336 MIS - 2024-09-13 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-13 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191e6251066c375a,ONE@SHUBH90336 MIS - 2024-09-12 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-12 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191e3ad218d17114,ONE@SHUBH90336 MIS - 2024-09-12 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-12 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191e0ff0793752a1,ONE@SHUBH90336 MIS - 2024-09-11 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-11 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191de869f65c6e75,ONE@SHUBH90336 MIS - 2024-09-11 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-11 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191dbd746c7d0180,ONE@SHUBH90336 MIS - 2024-09-10 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-10 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191d960adffe1ac5,ONE@SHUBH90336 MIS - 2024-09-10 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-10 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191d6b3f23295732,ONE@SHUBH90336 MIS - 2024-09-09 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-09 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191d43ad75b38964,ONE@SHUBH90336 MIS - 2024-09-09 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-09 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191d18bd4116d1b9,ONE@SHUBH90336 MIS - 2024-09-08 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-08 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191cf13f9988a441,ONE@SHUBH90336 MIS - 2024-09-08 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-08 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191cc682a42ecc72,ONE@SHUBH90336 MIS - 2024-09-07 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-07 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191c9edd431f855b,ONE@SHUBH90336 MIS - 2024-09-07 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-07 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191c74212e358ba9,ONE@SHUBH90336 MIS - 2024-09-06 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-06 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191c4c6f214ecabf,ONE@SHUBH90336 MIS - 2024-09-06 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-06 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191c219c221db1ed,ONE@SHUBH90336 MIS - 2024-09-05 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-05 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191bfa0c07214c8c,ONE@SHUBH90336 MIS - 2024-09-05 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-05 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191bcf3ba8de78e0,ONE@SHUBH90336 MIS - 2024-09-04 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-04 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191ba7a66aa164fc,ONE@SHUBH90336 MIS - 2024-09-04 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-04 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191b7cc3c8038a3a,ONE@SHUBH90336 MIS - 2024-09-03 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-03 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191b553e4200bda2,ONE@SHUBH90336 MIS - 2024-09-03 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-03 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191b2a7b8eb79e0f,ONE@SHUBH90336 MIS - 2024-09-02 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-02 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191b02e2f640c94d,ONE@SHUBH90336 MIS - 2024-09-02 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-02 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191ad7f5518cbf2b,ONE@SHUBH90336 MIS - 2024-09-01 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-01 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191ab09839787b6a,ONE@SHUBH90336 MIS - 2024-09-01 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-09-01 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191a8576dbfc1c57,ONE@SHUBH90336 MIS - 2024-08-31 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-31 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191a5e3a28b403dd,ONE@SHUBH90336 MIS - 2024-08-31 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-31 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191a3346d7cd727f,ONE@SHUBH90336 MIS - 2024-08-30 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-30 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191a0bd3fec3f559,ONE@SHUBH90336 MIS - 2024-08-30 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-30 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1919e0dcf85d3d11,ONE@SHUBH90336 MIS - 2024-08-29 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-29 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1919b96ba49dae64,ONE@SHUBH90336 MIS - 2024-08-29 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-29 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19198e777cccc134,ONE@SHUBH90336 MIS - 2024-08-28 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-28 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191967038f78af44,ONE@SHUBH90336 MIS - 2024-08-28 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-28 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19193c0c7dda2878,ONE@SHUBH90336 MIS - 2024-08-27 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-27 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19191485fae948b8,ONE@SHUBH90336 MIS - 2024-08-27 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-27 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1918e993c7dd83fd,ONE@SHUBH90336 MIS - 2024-08-26 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-26 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1918c22fb9ec8b4b,ONE@SHUBH90336 MIS - 2024-08-26 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-26 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1918972d97e99cd1,ONE@SHUBH90336 MIS - 2024-08-25 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-25 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19186fc243043130,ONE@SHUBH90336 MIS - 2024-08-25 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-25 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191844e054d11b96,ONE@SHUBH90336 MIS - 2024-08-24 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-24 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19181d5733f89cb2,ONE@SHUBH90336 MIS - 2024-08-24 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-24 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1917f2866a7777ee,ONE@SHUBH90336 MIS - 2024-08-23 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-23 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1917cb02e0b248b4,ONE@SHUBH90336 MIS - 2024-08-23 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-23 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19179ff48fde0c51,ONE@SHUBH90336 MIS - 2024-08-22 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-22 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1917788b080b5394,ONE@SHUBH90336 MIS - 2024-08-22 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-22 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19174dbdbc0ff60d,ONE@SHUBH90336 MIS - 2024-08-21 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-21 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191726042237302b,ONE@SHUBH90336 MIS - 2024-08-21 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-21 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1916fb40d0733f0e,ONE@SHUBH90336 MIS - 2024-08-20 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-20 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1916d3c87a229ce8,ONE@SHUBH90336 MIS - 2024-08-20 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-20 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1916a8bea42522c9,ONE@SHUBH90336 MIS - 2024-08-19 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-19 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19168161f5cabed4,ONE@SHUBH90336 MIS - 2024-08-19 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-19 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1916565cbdbf3e4b,ONE@SHUBH90336 MIS - 2024-08-18 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-18 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19162ef349242792,ONE@SHUBH90336 MIS - 2024-08-18 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-18 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19160420b6c5f4c2,ONE@SHUBH90336 MIS - 2024-08-17 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-17 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1915dc8293d52bd4,ONE@SHUBH90336 MIS - 2024-08-17 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-17 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1915b18c3bcb4d38,ONE@SHUBH90336 MIS - 2024-08-16 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-16 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19158a20fc5cfd4f,ONE@SHUBH90336 MIS - 2024-08-16 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-16 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19155f3ea259f83c,ONE@SHUBH90336 MIS - 2024-08-15 12:00:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-15 12:00:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
191537b5548e46a1,ONE@SHUBH90336 MIS - 2024-08-15 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-15 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
19150ce145d38e67,ONE@SHUBH90336 MIS - 2024-08-14 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-14 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1914e54723bf2ca6,ONE@SHUBH90336 MIS - 2024-08-14 00:30:01,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-14 00:30:01. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1914ba8538e71df0,ONE@SHUBH90336 MIS - 2024-08-13 12:00:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-13 12:00:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
1914930a5982cfcf,ONE@SHUBH90336 MIS - 2024-08-13 00:30:02,reports@zetapp.in,"Hi ONE@SHUBH90336 Attached is your report for 2024-08-13 00:30:02. Please find the attachment. In case of any issues or queries, please reach out to pranav.gupta@zetapp.in Thanks &amp; Regards, Zet"
