Cohort_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
19-11,100.0,49.283719253986845,23.858005225696008,20.037841246959186,18.343994954500406,10.316244706730336,9.775655464456259,12.52365077934949,12.046130282007388,12.325434723848995,12.559690062167764,16.190647806108657,15.884313902153346,14.731056851968646,15.244616632129022,15.839264798630506,16.028471033426435,14.812145238309757,13.920172988557528,11.676727633120102,,,,,,,,,,
19-12,100.0,39.9434203321774,20.18616535864209,18.33363752509582,11.005657966782259,9.180507391859829,10.905274685161526,10.759262639167732,11.087789742653769,10.9600292024092,13.150209892316116,13.442233984303705,12.474904179594816,13.734258076291294,13.524365760175213,14.592078846504835,13.37835371418142,12.246760357729512,10.37598101843402,,,,,,,,,,,
20-01,100.0,38.59188111634651,22.61689017760058,13.0844508880029,10.84632113084451,12.903225806451612,12.404856832185574,12.277999275099674,12.314244291409931,14.31678144255165,13.863718738673434,13.845596230518304,14.715476621964479,15.40413193185937,14.978252990213845,14.144617615077927,12.957593330917,11.988039144617616,,,,,,,,,,,,
20-02,100.0,40.19663452448478,13.08375874456419,10.531291359425223,12.166761202495746,11.353753072414445,10.74872376630743,10.635280771412365,13.565891472868216,13.064851578748346,12.49763660427302,13.830591794290036,15.125732652675364,14.634146341463413,14.218188693514842,13.688788050671205,11.92096804688977,,,,,,,,,,,,,
20-03,100.0,22.702641679837434,12.12463310002258,11.379543915104989,9.686159403928652,9.528110182885527,8.9862271393091,12.20365771054414,12.700383833822535,12.858433054865658,12.914879205238202,12.971325355610746,13.36644840821856,12.384285391736285,11.673063897042221,10.566719349740348,,,,,,,,,,,,,,
20-04,100.0,20.61371311114374,12.098076640728234,8.50095433856996,7.884304801057114,7.091469681397738,9.807664072823375,10.30685655557187,9.954485391278814,8.691822052562031,8.177947437967994,9.264425194538246,9.000146821318456,7.987079723975922,7.135516076934372,,,,,,,,,,,,,,,
20-05,100.0,28.342319922577076,13.3139776026545,10.83920918014655,10.189409650214296,12.401493156366653,13.74256878197152,13.576662519010094,14.475321443384487,12.885386423337481,13.908475044932947,13.300152080741048,12.664178072722246,11.378404534771187,,,,,,,,,,,,,,,,
20-06,100.0,40.21263289555972,20.888055034396498,18.90765061496769,21.325828642901815,21.28413591828226,19.51219512195122,22.11799041067334,21.88868042526579,22.409839483010217,22.347300396080886,21.367521367521366,19.30373149885345,,,,,,,,,,,,,,,,,
20-07,100.0,40.76392232386455,22.773230621088107,23.126303964050717,22.869523350987002,19.83630235917188,22.564596372973842,22.11523030011234,22.372010913176055,22.067083935162895,18.552399293853313,17.605520783180868,,,,,,,,,,,,,,,,,,
20-08,100.0,45.14705882352941,30.34926470588235,24.595588235294116,21.599264705882355,22.040441176470587,23.161764705882355,23.272058823529413,22.205882352941174,20.625,18.80514705882353,,,,,,,,,,,,,,,,,,,
20-09,100.0,68.48235697156561,32.9051044878383,28.14319972593354,28.485782802329563,27.50942103460089,26.84138403562864,25.933538883179168,24.134977732100037,22.028091812264474,,,,,,,,,,,,,,,,,,,,
20-10,100.0,59.93835232579862,33.56062021296469,32.52381841957781,31.15075658509247,31.094713244909393,29.618905286755094,25.481038669904727,22.90304502148328,,,,,,,,,,,,,,,,,,,,,
20-11,100.0,60.02200047143867,36.28506325135539,30.643513789581206,29.881354600455722,27.46130274220162,25.15911055236898,22.57405515832482,,,,,,,,,,,,,,,,,,,,,,
20-12,100.0,52.89108910891089,29.069306930693067,26.10891089108911,24.08910891089109,20.92079207920792,18.871287128712872,,,,,,,,,,,,,,,,,,,,,,,
21-01,100.0,54.63542718642699,32.78125631185619,25.610987679256713,22.571197737830744,19.20824075944254,,,,,,,,,,,,,,,,,,,,,,,,
21-02,100.0,57.08574434508154,30.184113624408205,25.37611783271962,20.915307732772227,,,,,,,,,,,,,,,,,,,,,,,,,
21-03,100.0,56.25305723137127,29.610304907875427,23.112669166802544,,,,,,,,,,,,,,,,,,,,,,,,,,
21-04,100.0,51.27759607522485,24.856909239574815,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-05,100.0,45.95655220742817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
